FOOD COMMODITY GROUP;FOOD COMMODITY TYPOLOGY;FOOD COMMODITY ITEM;Carbon footprint  (kg CO2 eq/kg or litre of food commodity);Type of source;Full Reference;Publication year;System Boundary  Distribution;Country;Region;Notes;Reported in other data summaries;Modification of original values 
ANIMAL HUSBANDRY;POULTRY MEAT WITH BONE;CHICKEN MEAT WITH BONE;2,604;JOURNAL;Michaelowa, A., B. Dransfeldb. Greenhouse gas benefits of fighting obesity, Ecol Econ 66:298-308, 2008.;2008;RDC;World;World;-;this study (in Clune et al., 2017, conversion factor applied);cf
ANIMAL HUSBANDRY;POULTRY MEAT WITH BONE;CHICKEN MEAT WITH BONE;2,681;JOURNAL;"Dunkley, C. S. and K. D. Dunkley (2013). ""REVIEW - Greenhouse Gas Emissions from Livestock and Poultry, Agric Food Anal Bacteriol , 2013."" Agric. Food Anal. Bacteriol 3:17-29.";2013;RDC;USA;N America;-;this study (in Clune et al., 2017, conversion factor applied);cf
ANIMAL HUSBANDRY;POULTRY MEAT WITH BONE;CHICKEN MEAT WITH BONE;2,686;JOURNAL;"Bengtsson, J. and J. Seddon (2013). ""Cradle to retailer or quick service restaurant gate life cycle assessment of chicken products in Australia."" Journal of Cleaner Production 41(0): 291-300.";2013;RDC;Australia;Oceania;roast chicken, free range;this study (in Clune et al., 2017, conversion factor applied);cf
ANIMAL HUSBANDRY;POULTRY MEAT WITH BONE;CHICKEN MEAT WITH BONE;2,728;JOURNAL;"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166–167(0): 16-28.";2011;RDC;Hungary;E Europe;conventional;this study (in Clune et al., 2017, conversion factor applied);cf
ANIMAL HUSBANDRY;POULTRY MEAT WITH BONE;CHICKEN MEAT WITH BONE;2,802;CONFERENCE;Vamilson Prudêncio da Silva, Hayo van der Werf and Sebastião Roberto Soares (2010). LCA of French and Brazilian broiler poultry production system. Proceedings of the VII International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2010). Bari, Italy.;2010;RDC;France;N Europe;-;this study (in Clune et al., 2017, conversion factor applied);cf
ANIMAL HUSBANDRY;POULTRY MEAT WITH BONE;CHICKEN MEAT WITH BONE;2,804;JOURNAL;Ponsioen, T.C., T.J. Blonk. Calculating land use change in carbon footprints of agricultural products as an impact of current land use, J Clean Prod 28:120-126, 2012.;2012;RETAILER;Netherlands;N Europe;-;this study (in Clune et al., 2017, conversion factor applied);cf
ANIMAL HUSBANDRY;POULTRY MEAT WITH BONE;CHICKEN MEAT WITH BONE;2,84;CONFERENCE;Audsley, E. and M. Wilkinson (2012). Using a model-based LCA to explore options for reducing national greenhouse gas emissions from crop and livestock production system. 8th International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2012). Saint Malo, France. Rennes, France.;2012;RDC;UK;N Europe;-;this study (in Clune et al., 2017, conversion factor applied);cf
ANIMAL HUSBANDRY;POULTRY MEAT WITH BONE;CHICKEN MEAT WITH BONE;2,887;JOURNAL;"Bengtsson, J. and J. Seddon (2013). ""Cradle to retailer or quick service restaurant gate life cycle assessment of chicken products in Australia."" Journal of Cleaner Production 41(0): 291-300.";2013;RDC;Australia;Oceania;roast chicken;this study (in Clune et al., 2017, conversion factor applied);cf
ANIMAL HUSBANDRY;POULTRY MEAT WITH BONE;CHICKEN MEAT WITH BONE;2,89;JOURNAL;"Prudêncio da Silva, V., H. M. G. van der Werf, S. R. Soares and M. S. Corson (2014). ""Environmental impacts of French and Brazilian broiler chicken production scenarios: An LCA approach."" Journal of Environmental Management 133(0): 222-231.";2014;RDC;Brazil;S America;-;this study (in Clune et al., 2017, conversion factor applied);cf
ANIMAL HUSBANDRY;POULTRY MEAT WITH BONE;CHICKEN MEAT WITH BONE;2,898;JOURNAL;"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166–167(0): 16-28.";2011;RDC;Germany;N Europe;conventional;this study (in Clune et al., 2017, conversion factor applied);cf
ANIMAL HUSBANDRY;POULTRY MEAT WITH BONE;CHICKEN MEAT WITH BONE;2,948;JOURNAL;"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166–167(0): 16-28.";2011;RDC;Greece;Mediterranean area;conventional;this study (in Clune et al., 2017, conversion factor applied);cf
ANIMAL HUSBANDRY;POULTRY MEAT WITH BONE;CHICKEN MEAT WITH BONE;2,948;JOURNAL;"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166–167(0): 16-28.";2011;RDC;Netherlands;N Europe;-;this study (in Clune et al., 2017, conversion factor applied);cf
ANIMAL HUSBANDRY;POULTRY MEAT WITH BONE;CHICKEN MEAT WITH BONE;3;REPORT;Wiedemann, S., E. McGahan and G. Poad (2012). Using Life Cycle Assesment to quantify the environmetal impact of chicken meat production. Toowoomba, FSA consulting for RIRDC.;2012;RDC;Australia;Oceania;Queensland, organic;this study (in Clune et al., 2017, conversion factor applied);cf
ANIMAL HUSBANDRY;POULTRY MEAT WITH BONE;CHICKEN MEAT WITH BONE;3,151;CONFERENCE;Wiedemann, S. and M. Yan (2014). Livestock meat processing: inventory data and methods for handling co-production for major livestock species and meat products. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector. San Francisco: 1512-1520.;2014;RDC;Australia;Oceania;utilised protien and energy;this study (in Clune et al., 2017, conversion factor applied);cf
ANIMAL HUSBANDRY;POULTRY MEAT WITH BONE;CHICKEN MEAT WITH BONE;3,175;JOURNAL;Thévenot, A., J. Aubin, E. Tillard, J. Vayssières. Accounting for farm diversity in Life Cycle Assessment studies e the case of poultry production in a tropical island, J Clean Prod, 2013. in press;2013;RDC;Reunion Island;S Africa;bone free;this study (in Clune et al., 2017, conversion factor applied);cf
ANIMAL HUSBANDRY;POULTRY MEAT WITH BONE;CHICKEN MEAT WITH BONE;3,248;JOURNAL;"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166–167(0): 16-28.";2011;RDC;Poland;N Europe;-;this study (in Clune et al., 2017, conversion factor applied);cf
ANIMAL HUSBANDRY;POULTRY MEAT WITH BONE;CHICKEN MEAT WITH BONE;3,248;JOURNAL;"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166–167(0): 16-28.";2011;RDC;Slovenia;E Europe;-;this study (in Clune et al., 2017, conversion factor applied);cf
ANIMAL HUSBANDRY;POULTRY MEAT WITH BONE;CHICKEN MEAT WITH BONE;3,268;JOURNAL;"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166–167(0): 16-28.";2011;RDC;Finland;N Europe;-;this study (in Clune et al., 2017, conversion factor applied);cf
ANIMAL HUSBANDRY;POULTRY MEAT WITH BONE;CHICKEN MEAT WITH BONE;3,31;CONFERENCE;"da Silva Junior, V.P., E. Cherubini, S.R. Soares. Comparison of two production scenarios of chickens consumed in France, 2012.
In: Corson, M.S., H.M.G. Van der Werf. Book of Abstract of the 8th International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2012), 1-4 October 2012, Saint Malo, France. Rennes, France: INRA, 2012. GROUP 6(C):546-551.";2012;RDC;France;N Europe;carcasse ;BCFN (double pyramid 2016);P+T
ANIMAL HUSBANDRY;POULTRY MEAT WITH BONE;CHICKEN MEAT WITH BONE;3,315;REPORT;Blonk, H., A. Kool, B. Luske and S. d. Waart (2008). Environmental effects of protein-rich food products in the Netherlands Consequences of animal protein substitutes Gouda, Blonk Milieuadvies.;2008;RETAILER;Netherlands;N Europe;-;this study (in Clune et al., 2017, conversion factor applied);cf
ANIMAL HUSBANDRY;POULTRY MEAT WITH BONE;CHICKEN MEAT WITH BONE;3,32;JOURNAL;"Prudêncio da Silva, V., H. M. G. van der Werf, S. R. Soares and M. S. Corson (2014). ""Environmental impacts of French and Brazilian broiler chicken production scenarios: An LCA approach."" Journal of Environmental Management 133(0): 222-231.";2014;RDC;France;N Europe;-;this study (in Clune et al., 2017, conversion factor applied);cf
ANIMAL HUSBANDRY;POULTRY MEAT WITH BONE;CHICKEN MEAT WITH BONE;3,432;REPORT;Gerber, P. J., H. Steinfeld, B. Henderson, A. Mottet, C. Opio, J. Dijkman, A. Falcucci and G. Tempio (2013). Tackling climate change through livestock, A global assessment of emissions and mitigation opportunities. Rome, Food and Agriculture Organization of the United Nations (FAO).;2013;RDC;E Europe;E Europe;-;this study (in Clune et al., 2017, conversion factor applied);cf
ANIMAL HUSBANDRY;POULTRY MEAT WITH BONE;CHICKEN MEAT WITH BONE;3,536;CONFERENCE;Wiedemann, S. and M. Yan (2014). Livestock meat processing: inventory data and methods for handling co-production for major livestock species and meat products. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector. San Francisco: 1512-1520.;2014;RDC;Australia;Oceania;hybrid utiilisation protien;this study (in Clune et al., 2017, conversion factor applied);cf
ANIMAL HUSBANDRY;POULTRY MEAT WITH BONE;CHICKEN MEAT WITH BONE;3,536;CONFERENCE;Wiedemann, S. and M. Yan (2014). Livestock meat processing: inventory data and methods for handling co-production for major livestock species and meat products. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector. San Francisco: 1512-1520.;2014;RDC;Australia;Oceania;system expansion;this study (in Clune et al., 2017, conversion factor applied);cf
ANIMAL HUSBANDRY;POULTRY MEAT WITH BONE;CHICKEN MEAT WITH BONE;3,536;REPORT;"Leinonen, I., A. G. Williams, J. Wiseman, J. Guy and I. Kyriazakis (2012 ). ""Predicting the environmental impacts of chicken systems in the United Kingdom through a life cycle assessment: Broiler production systems."" Poultry Science Association Inc 91: 8-25.";2012;RDC;UK;N Europe;standard;this study (in Clune et al., 2017, conversion factor applied);cf
ANIMAL HUSBANDRY;POULTRY MEAT WITH BONE;CHICKEN MEAT WITH BONE;3,574;EPD;The Co-operative Group (2010). The Co-operative Group Sustainability Report 2010. Manchester, The Co-operative Group Limited.;2010;RDC;UK;N Europe;conventional;this study (in Clune et al., 2017, conversion factor applied);cf
ANIMAL HUSBANDRY;POULTRY MEAT WITH BONE;CHICKEN MEAT WITH BONE;3,587;CONFERENCE;Pardo, G., A. Ciruelos, N. López, L. González, S. Ramos and J. Zufía (2012). Environmental improvement of a chicken product through life cycle assessment methodology. 8th International conference on Life Cycle Assessment in the Agri-food sector. Saint-Malo, France, Basque Centre for Climate Change.;2012;RDC;France;N Europe;-;this study (in Clune et al., 2017, conversion factor applied);cf
ANIMAL HUSBANDRY;POULTRY MEAT WITH BONE;CHICKEN MEAT WITH BONE;3,959;EPD;The Co-operative Group (2010). The Co-operative Group Sustainability Report 2010. Manchester, The Co-operative Group Limited.;2010;RDC;UK;N Europe;free range;this study (in Clune et al., 2017, conversion factor applied);cf
ANIMAL HUSBANDRY;POULTRY MEAT WITH BONE;CHICKEN MEAT WITH BONE;3,998;CONFERENCE;Leinonen, I., A. Williams and I. Kyriazakis (2012). Quantifying environmental impacts and their uncertainties for UK broiler and egg production systems. 8th International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2012). Saint Malo, France. Rennes.;2012;RDC;UK;N Europe;barn;this study (in Clune et al., 2017, conversion factor applied);cf
ANIMAL HUSBANDRY;POULTRY MEAT WITH BONE;CHICKEN MEAT WITH BONE;4,09;REPORT;"Leinonen, I., A. G. Williams, J. Wiseman, J. Guy and I. Kyriazakis (2012 ). ""Predicting the environmental impacts of chicken systems in the United Kingdom through a life cycle assessment: Broiler production systems."" Poultry Science Association Inc 91: 8-25.";2012;RDC;UK;N Europe;free range;this study (in Clune et al., 2017, conversion factor applied);cf
ANIMAL HUSBANDRY;POULTRY MEAT WITH BONE;CHICKEN MEAT WITH BONE;4,153;CONFERENCE;Salou, T., S. Espagnol, A. Gac, P. Ponchant, A. Tocqueville, V. Colomb, H. MG. Van der Werf. Life Cycle Assessment of French livestock products: Results of the AGRIBALYSE® program. In Schenck, R., D. Huizenga. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2014), 8-10 October 2014, San Francisco, USA. ACLCA, Vashon, WA, USA.;2014;RDC;France;N Europe;mean AGRIBALYSE®;this study (in Clune et al., 2017, conversion factor applied);cf
ANIMAL HUSBANDRY;POULTRY MEAT WITH BONE;CHICKEN MEAT WITH BONE;4,16;JOURNAL;"Prudêncio da Silva, V., H. M. G. van der Werf, S. R. Soares and M. S. Corson (2014). ""Environmental impacts of French and Brazilian broiler chicken production scenarios: An LCA approach."" Journal of Environmental Management 133(0): 222-231.";2014;RDC;France;N Europe;-;this study (in Clune et al., 2017, conversion factor applied);cf
ANIMAL HUSBANDRY;POULTRY MEAT WITH BONE;CHICKEN MEAT WITH BONE;4,167;CONFERENCE;Salou, T., S. Espagnol, A. Gac, P. Ponchant, A. Tocqueville, V. Colomb, H. MG. Van der Werf. Life Cycle Assessment of French livestock products: Results of the AGRIBALYSE® program. In Schenck, R., D. Huizenga. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2014), 8-10 October 2014, San Francisco, USA. ACLCA, Vashon, WA, USA.;2014;RDC;France;N Europe;mediunAGRIBALYSE®;this study (in Clune et al., 2017, conversion factor applied);cf
ANIMAL HUSBANDRY;POULTRY MEAT WITH BONE;CHICKEN MEAT WITH BONE;4,306;CONFERENCE;Wiedemann, S. and M. Yan (2014). Livestock meat processing: inventory data and methods for handling co-production for major livestock species and meat products. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector. San Francisco: 1512-1520.;2014;RDC;Australia;Oceania;economic allocation;this study (in Clune et al., 2017, conversion factor applied);cf
ANIMAL HUSBANDRY;POULTRY MEAT WITH BONE;CHICKEN MEAT WITH BONE;4,332;REPORT;Gerber, P. J., H. Steinfeld, B. Henderson, A. Mottet, C. Opio, J. Dijkman, A. Falcucci and G. Tempio (2013). Tackling climate change through livestock, A global assessment of emissions and mitigation opportunities. Rome, Food and Agriculture Organization of the United Nations (FAO).;2013;RDC;N America;N America;-;this study (in Clune et al., 2017, conversion factor applied);cf
ANIMAL HUSBANDRY;POULTRY MEAT WITH BONE;CHICKEN MEAT WITH BONE;4,421;EPD;"Tesco (2012). ""Product carbon footprint summary."" Retrieved 15/02/2015, from http://www.tescoplc.com/assets/files/cms/Tesco_Product_Carbon_Footprints_Summary%281%29.pdf.";2012;RDC;UK;N Europe;-;this study (in Clune et al., 2017, conversion factor applied);cf
ANIMAL HUSBANDRY;POULTRY MEAT WITH BONE;CHICKEN MEAT WITH BONE;4,429;JOURNAL;Roy, P., T. Orikasa, M. Thammawong, N. Nakamura, Q. Xu, T. Shiina. Life cycle of meats: An opportunity to abate the greenhouse gas emission from meat industry in Japan, J Env Manage 93:218-224, 2012.;2012;RETAILER;Japan;Asia;-;this study (in Clune et al., 2017, conversion factor applied);cf
ANIMAL HUSBANDRY;POULTRY MEAT WITH BONE;CHICKEN MEAT WITH BONE;4,498;EPD;"Tesco (2012). ""Product carbon footprint summary."" Retrieved 15/02/2015, from http://www.tescoplc.com/assets/files/cms/Tesco_Product_Carbon_Footprints_Summary%281%29.pdf.";2012;RDC;UK;N Europe;-;this study (in Clune et al., 2017, conversion factor applied);cf
ANIMAL HUSBANDRY;POULTRY MEAT WITH BONE;CHICKEN MEAT WITH BONE;4,498;REPORT;"Leinonen, I., A. G. Williams, J. Wiseman, J. Guy and I. Kyriazakis (2012 ). ""Predicting the environmental impacts of chicken systems in the United Kingdom through a life cycle assessment: Broiler production systems."" Poultry Science Association Inc 91: 8-25.";2012;RDC;UK;N Europe;organic;this study (in Clune et al., 2017, conversion factor applied);cf
ANIMAL HUSBANDRY;POULTRY MEAT WITH BONE;CHICKEN MEAT WITH BONE;4,552;CONFERENCE;Leinonen, I., A. Williams and I. Kyriazakis (2012). Quantifying environmental impacts and their uncertainties for UK broiler and egg production systems. 8th International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2012). Saint Malo, France. Rennes.;2012;RDC;UK;N Europe;free range;this study (in Clune et al., 2017, conversion factor applied);cf
ANIMAL HUSBANDRY;POULTRY MEAT WITH BONE;CHICKEN MEAT WITH BONE;4,595;CONFERENCE;Salou, T., S. Espagnol, A. Gac, P. Ponchant, A. Tocqueville, V. Colomb, H. MG. Van der Werf. Life Cycle Assessment of French livestock products: Results of the AGRIBALYSE® program. In Schenck, R., D. Huizenga. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2014), 8-10 October 2014, San Francisco, USA. ACLCA, Vashon, WA, USA.;2014;RDC;France;N Europe;mean AGRIBALYSE®;this study (in Clune et al., 2017, conversion factor applied);cf
ANIMAL HUSBANDRY;POULTRY MEAT WITH BONE;CHICKEN MEAT WITH BONE;4,652;JOURNAL;"Roy, P., T. Orikasa, M. Thammawong, N. Nakamura, Q. Xu and T. Shiina (2012). ""Life cycle of meats: An opportunity to abate the greenhouse gas emission from meat industry in Japan."" Journal of Environmental Management 93(1): 218-224.";2012;RDC;Japan;Asia;-;this study (in Clune et al., 2017, conversion factor applied);cf
ANIMAL HUSBANDRY;POULTRY MEAT WITH BONE;CHICKEN MEAT WITH BONE;4,737;CONFERENCE;Salou, T., S. Espagnol, A. Gac, P. Ponchant, A. Tocqueville, V. Colomb, H. MG. Van der Werf. Life Cycle Assessment of French livestock products: Results of the AGRIBALYSE® program. In Schenck, R., D. Huizenga. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2014), 8-10 October 2014, San Francisco, USA. ACLCA, Vashon, WA, USA.;2014;RDC;France;N Europe;mediunAGRIBALYSE®;this study (in Clune et al., 2017, conversion factor applied);cf
ANIMAL HUSBANDRY;POULTRY MEAT WITH BONE;CHICKEN MEAT WITH BONE;4,837;REPORT;Williams, A. G., E. Audsley and D. L. Sandars (2006). Determining the environmental burdens and resource use in the production of agricultural and horticultural commodities. Defra project report IS0205. Bedford, Cranfield and DEFRA.;2006;RDC;UK;N Europe;organic;this study (in Clune et al., 2017, conversion factor applied);cf
ANIMAL HUSBANDRY;POULTRY MEAT WITH BONE;CHICKEN MEAT WITH BONE;4,848;JOURNAL;"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166–167(0): 16-28.";2011;RDC;Estonia;E Europe;-;this study (in Clune et al., 2017, conversion factor applied);cf
ANIMAL HUSBANDRY;POULTRY MEAT WITH BONE;CHICKEN MEAT WITH BONE;4,96;CONFERENCE;Leinonen, I., A. Williams and I. Kyriazakis (2012). Quantifying environmental impacts and their uncertainties for UK broiler and egg production systems. 8th International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2012). Saint Malo, France. Rennes.;2012;RDC;UK;N Europe;organic;this study (in Clune et al., 2017, conversion factor applied);cf
ANIMAL HUSBANDRY;POULTRY MEAT WITH BONE;CHICKEN MEAT WITH BONE;4,96;EPD;The Co-operative Group (2010). The Co-operative Group Sustainability Report 2010. Manchester, The Co-operative Group Limited.;2010;RDC;UK;N Europe;organic;this study (in Clune et al., 2017, conversion factor applied);cf
ANIMAL HUSBANDRY;POULTRY MEAT WITH BONE;CHICKEN MEAT WITH BONE;5,732;REPORT;Gerber, P. J., H. Steinfeld, B. Henderson, A. Mottet, C. Opio, J. Dijkman, A. Falcucci and G. Tempio (2013). Tackling climate change through livestock, A global assessment of emissions and mitigation opportunities. Rome, Food and Agriculture Organization of the United Nations (FAO).;2013;RDC;Asia (east and south-east);Asia;-;this study (in Clune et al., 2017, conversion factor applied);cf
ANIMAL HUSBANDRY;POULTRY MEAT WITH BONE;CHICKEN MEAT WITH BONE;5,832;REPORT;Gerber, P. J., H. Steinfeld, B. Henderson, A. Mottet, C. Opio, J. Dijkman, A. Falcucci and G. Tempio (2013). Tackling climate change through livestock, A global assessment of emissions and mitigation opportunities. Rome, Food and Agriculture Organization of the United Nations (FAO).;2013;RDC;Africa (near east and north);Africa;-;this study (in Clune et al., 2017, conversion factor applied);cf
ANIMAL HUSBANDRY;POULTRY MEAT WITH BONE;CHICKEN MEAT WITH BONE;5,832;REPORT;Gerber, P. J., H. Steinfeld, B. Henderson, A. Mottet, C. Opio, J. Dijkman, A. Falcucci and G. Tempio (2013). Tackling climate change through livestock, A global assessment of emissions and mitigation opportunities. Rome, Food and Agriculture Organization of the United Nations (FAO).;2013;RDC;S America (Latin America and Caribean);S America;-;this study (in Clune et al., 2017, conversion factor applied);cf
ANIMAL HUSBANDRY;POULTRY MEAT WITH BONE;CHICKEN MEAT WITH BONE;6,082;REPORT;Gerber, P. J., H. Steinfeld, B. Henderson, A. Mottet, C. Opio, J. Dijkman, A. Falcucci and G. Tempio (2013). Tackling climate change through livestock, A global assessment of emissions and mitigation opportunities. Rome, Food and Agriculture Organization of the United Nations (FAO).;2013;RDC;W Europe;W Europe;-;this study (in Clune et al., 2017, conversion factor applied);cf
ANIMAL HUSBANDRY;POULTRY MEAT WITH BONE;CHICKEN MEAT WITH BONE;6,126;REPORT;Helgeson, P. (2011). An overview Life Cycle Assessment in the poultry industry. Minnesota Environmental Initiative.;2011;RDC;USA;N America;b/s thighs conventional brolier house;this study (in Clune et al., 2017, conversion factor applied);cf
ANIMAL HUSBANDRY;POULTRY MEAT WITH BONE;CHICKEN MEAT WITH BONE;6,142;REPORT;Helgeson, P. (2011). An overview Life Cycle Assessment in the poultry industry. Minnesota Environmental Initiative.;2011;RDC;USA;N America;tenders conventional brolier house;this study (in Clune et al., 2017, conversion factor applied);cf
ANIMAL HUSBANDRY;POULTRY MEAT WITH BONE;CHICKEN MEAT WITH BONE;6,232;REPORT;Gerber, P. J., H. Steinfeld, B. Henderson, A. Mottet, C. Opio, J. Dijkman, A. Falcucci and G. Tempio (2013). Tackling climate change through livestock, A global assessment of emissions and mitigation opportunities. Rome, Food and Agriculture Organization of the United Nations (FAO).;2013;RDC;Asia (south);Asia;-;this study (in Clune et al., 2017, conversion factor applied);cf
ANIMAL HUSBANDRY;POULTRY MEAT WITH BONE;CHICKEN MEAT WITH BONE;12,573;JOURNAL;Phong, L.T., I.J.M. de Boer, H.M.J. Udo. Life cycle assessment of food production in integrated agriculture–aquaculture systems of the Mekong Delta, Livest Sci 139:80–9, 2011.;2011;RDC;Vietnam;Asia;converted to bone free;this study (in Clune et al., 2017, conversion factor applied);cf
ANIMAL HUSBANDRY;POULTRY MEAT WITH BONE;DUCK MEAT WITH BONE;2,07;CONFERENCE;Michael, D. (2011). Life Cycle Assessment: Australian Duck Meat Value Chain. 7th Australian Conference on Life Cycle Assessment: Revealing the secrets of a green market. Melbourne.;2011;RDC;Australia;Oceania;-;Clune et al 2017 database;-
ANIMAL HUSBANDRY;POULTRY MEAT WITH BONE;TURKEY MEAT WITH BONE;1,58;JOURNAL;"Vergé, X. P. C., J. A. Dyer, R. L. Desjardins and D. Worth (2009). ""Long-term trends in greenhouse gas emissions from the Canadian poultry industry."" The Journal of Applied Poultry Research 18(2): 210-222.";2009;RDC;Canada;N America;live weight;this study;P+T
ANIMAL HUSBANDRY;POULTRY MEAT WITH BONE;TURKEY MEAT WITH BONE;1,96;JOURNAL;"Vergé, X. P. C., J. A. Dyer, R. L. Desjardins and D. Worth (2009). ""Long-term trends in greenhouse gas emissions from the Canadian poultry industry."" The Journal of Applied Poultry Research 18(2): 210-222.";2009;RDC;Canada;N America;live weight;this study;P+T
ANIMAL HUSBANDRY;POULTRY MEAT WITH BONE;TURKEY MEAT WITH BONE;2,02;JOURNAL;"Vergé, X. P. C., J. A. Dyer, R. L. Desjardins and D. Worth (2009). ""Long-term trends in greenhouse gas emissions from the Canadian poultry industry."" The Journal of Applied Poultry Research 18(2): 210-222.";2009;RDC;Canada;N America;live weight;this study;P+T
ANIMAL HUSBANDRY;POULTRY MEAT WITH BONE;TURKEY MEAT WITH BONE;2,24;JOURNAL;"Vergé, X. P. C., J. A. Dyer, R. L. Desjardins and D. Worth (2009). ""Long-term trends in greenhouse gas emissions from the Canadian poultry industry."" The Journal of Applied Poultry Research 18(2): 210-222.";2009;RDC;Canada;N America;live weight;this study;P+T
ANIMAL HUSBANDRY;POULTRY MEAT WITH BONE;TURKEY MEAT WITH BONE;2,3;JOURNAL;"Vergé, X. P. C., J. A. Dyer, R. L. Desjardins and D. Worth (2009). ""Long-term trends in greenhouse gas emissions from the Canadian poultry industry."" The Journal of Applied Poultry Research 18(2): 210-222.";2009;RDC;Canada;N America;live weight;this study;P+T
ANIMAL HUSBANDRY;POULTRY MEAT WITH BONE;TURKEY MEAT WITH BONE;2,35;JOURNAL;"Vergé, X. P. C., J. A. Dyer, R. L. Desjardins and D. Worth (2009). ""Long-term trends in greenhouse gas emissions from the Canadian poultry industry."" The Journal of Applied Poultry Research 18(2): 210-222.";2009;RDC;Canada;N America;live weight;this study;P+T
ANIMAL HUSBANDRY;RABBIT MEAT WITH BONE;RABBIT MEAT WITH BONE;3,03;CONFERENCE;Salou, T., S. Espagnol, A. Gac, P. Ponchant, A. Tocqueville, V. Colomb, H. MG. Van der Werf. Life Cycle Assessment of French livestock products: Results of the AGRIBALYSE® program. In Schenck, R., D. Huizenga. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2014), 8-10 October 2014, San Francisco, USA. ACLCA, Vashon, WA, USA.;2014;RDC;France;N Europe;biosphical;this study;S+P+T
ANIMAL HUSBANDRY;RABBIT MEAT WITH BONE;RABBIT MEAT WITH BONE;5,58;REPORT;Michael, D. (2011). Carbon Reduction Benchmarks & Strategies New animal products. RIRDC Publication No. 11/063. Sydney, Rural Industries Research and Development Corporation.;2011;RDC;Australia;Oceania;EOI;Clune et al 2017 database;-
ANIMAL HUSBANDRY;SNAILS;SNAILS;0,73;JOURNAL;Grossi, G., Chiriacò, M. V., Castaldi, S., & Valentini, R. (2016). Carbon footprint of snail meat?: a case study from an Italian organic outdoor rearing. 211–220.;2016;RDC;Italy;Mediterranean area;-;this study;T
ANIMAL HUSBANDRY;YOGURT;YOGURT FLAVOURED;2,12;EPD;Granarolo. Dichiarazione ambientale di prodotto degli yogurt prima natura bio , gusto albicocca. Registration number S-P-00817, Rev. 1, Approval date 2017.12.06, valid 3 years.;2017;DC;Italy;Mediterranean area;yogurt apricot, organic;this study;-
ANIMAL HUSBANDRY;YOGURT;YOGURT FLAVOURED;2,145;EPD;Granarolo. Dichiarazione ambientale di prodotto degli yogurt prima natura bio , gusto banana. Registration number S-P-00817, Rev. 1, Approval date 2017.12.06, valid 3 years.;2017;DC;Italy;Mediterranean area;yogurt banana, organic;this study;-
ANIMAL HUSBANDRY;YOGURT;YOGURT FLAVOURED;2,158;EPD;Granarolo. Dichiarazione ambientale di prodotto degli yogurt prima natura bio , gusto pera. Registration number S-P-00817, Rev. 1, Approval date 2017.12.06, valid 3 years.;2017;DC;Italy;Mediterranean area;yogurt pear, organic;this study;-
