FOOD COMMODITY GROUP;FOOD COMMODITY TYPOLOGY;FOOD COMMODITY ITEM;Carbon footprint  (kg CO2 eq/kg or litre of food commodity);Type of source;Full Reference;Publication year;System Boundary  Distribution;Country;Region;Notes;Reported in other data summaries;Modification of original values 
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,17;REPORT;Dalgaard, R., N. Halberg, I. S. Kristensen and I. Larsen (2004). An LC inventory based on representative and coherent farm types. Life Cycle Assessment in the Agri-food sector, (61), DIAS Report, Animal Husbandry. N. Halberg. Danish Institute of Agricultural Sciences: 98-106.;2004;RDC;Denmark;N Europe;sandy soil medium stock;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,172;REPORT;Loijos, A. Assumptions and methodologies for life cycle assessment of food products, A project conducted by FoodPrint, 5 July 2008. <http://foodprint.scienceontheweb.net/>;2008;RDC;USA;N America;-;BCFN (double pyramid 2016);P+T
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,177;EPD;Granarolo. Dichiarazione ambientale di prodotto del latte fresco piacere leggero confezionato in bottiglie di PET, Registration number S-P-00210, Rev. 1, Approval date 2013.11.27, valid 3 years.;2013;DC;Italy;Mediterranean area;-;BCFN (double pyramid 2016);-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,177;JOURNAL;"van der Werf, H. M. G., C. Kanyarushoki and M. S. Corson (2009). ""An operational method for the evaluation of resource use and environmental impacts of dairy farms by life cycle assessment."" Journal of Environmental Management 90(11): 3643-3652.";2009;RDC;Netherlands;N Europe;-;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,177;JOURNAL;van der Werf, H.M.G., C. Kanyaryshoki, M.S. Corson. An operational method for the evaluation of resource use and environmental impacts of dairy farms by life cycle assessment, J Environ Manage 90:3643–3652, 2009.;2009;RDC;Netherlands;N Europe;Fat and protein corrected milk (FPCM);BCFN (double pyramid 2016);P+T
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,18;JOURNAL;"Hagemann, M., T. Hemme, A. Ndambi, O. Alqaisi and M. N. Sultana (2011). ""Benchmarking of greenhouse gas emissions of bovine milk production systems for 38 countries."" Animal Feed Science and Technology 166–167(0): 46-58.";2011;RDC;Canada;N America;-;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,18;JOURNAL;Hagemann, M., T. Hemmea, A. Ndambia, O. Alqaisi, N. Sultanaa. Benchmarking of greenhouse gas emissions of bovine milk production systems for 38 countries, Anim Feed Sci Tech 166–167:46–58, 2011.;2011;RDC;Canada;N America;Energy corrected milk;BCFN (double pyramid 2016);P+T
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,18;JOURNAL;"Lovett, D. K., L. Shalloo, P. Dillon and F. P. O’Mara (2006). ""A systems approach to quantify greenhouse gas fluxes from pastoral dairy production as affected by management regime."" Agricultural Systems 88(2–3): 156-179.";2006;RDC;Ireland;N Europe;high concetrate supplements;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,18;REPORT;Baumgartner, D.U., L. de Baan, T. Nemecek (2008) European Grain Legumes - Environment-Friendly Animal Feed. Life Cycle Assessment of Pork, Chicken Meat, Egg, and Milk Production, WP2.2: Environmental Analysis of the Feed Chain, Final Report, Agroscope Reckenholz-Tänikon Research Station ART;2008;RDC;France;N Europe;conventional legume feed;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,19;CONFERENCE;Salou, T., S. Espagnol, A. Gac, P. Ponchant, A. Tocqueville, V. Colomb, H. MG. Van der Werf. Life Cycle Assessment of French livestock products: Results of the AGRIBALYSE® program. In Schenck, R., D. Huizenga. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2014), 8-10 October 2014, San Francisco, USA. ACLCA, Vashon, WA, USA.;2014;RDC;France;N Europe;mean AGRIBALYSE®;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,19;JOURNAL;"Cederberg, C. and M. Stadig (2003). ""System expansion and allocation in life cycle assessment of milk and beef production."" The International Journal of Life Cycle Assessment 8(6): 350-356.";2003;RDC;Sweden;N Europe;Energy corrected milk;BCFN (double pyramid 2016);P+T
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,19;REPORT;Audsley, E., M. Brander, J. Chatterton, D. Murphy-Bokern, C. Webster and A. Williams (2009). How low can we go? An assessment of greenhouse gas emissions from the UK food system and the scope to reduce them by 2050. London, FCRN-WWF. Accessed: 17/02/2015 from: An assessment of greenhouse gas emissions from the UK food system end and the scope to reduce them by 2050 wwf.org.uk/downloads/how_low_report_1.pdf;2009;RDC;UK;N Europe;-;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,196;EPD;"Stefano, M. D. (2012b). ""EPD for “piacere leggero” fresh milk in pet bottles."" Retrieved 23/05/2013, from http://gryphon.environdec.com/data/files/6/9087/epd210_Granarolo_Fresh_milk_2013.pdf.";2012;RDC;Italy;Mediterranean area;-;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,2;CONFERENCE;Lindenthal, T., T. Markut, S. Hörtenhuber and G. Rudolph (2010). Greenhouse Gas Emissions of Organic and Conventional Foodstuffs in Austria. VII International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2010). Bari, Italy.;2010;RDC;Austria;N Europe;-;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,2;CONFERENCE;"Vellinga, T., P. Gerber, C. Opio. Greenhouse gas emissions from the global livestock sector - methodology for a Life Cycle Assessment, 2010. 
In: Notarnicola, B., E. Settanni, G. Tassielli, P. Giungato. Proceedings of the VII International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2010), 22-24 September 2010, Bari, Italy. Bari, Italy: Università degli studi di Bari Aldo Moro, 2010. VOL I:32-37.";2010;RDC;N America;N America;-;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,2;JOURNAL;Schmidt, J.H., R. Dalgaard. National and farm level carbon footprint of milk ? Methodology andresults for Danish and Swedish milk 2005 at farm gate, Arla Foods, Aarhus, Denmark, 2012.;2012;RDC;Denmark;N Europe;-;BCFN (double pyramid 2016);P+T
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,2;REPORT;Blonk, H., A. Kool, B. Luske and S. d. Waart (2008). Environmental effects of protein-rich food products in the Netherlands Consequences of animal protein substitutes Gouda, Blonk Milieuadvies.;2008;RDC;Netherlands;N Europe;-;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,2;REPORT;Williams, A.G., E. Audsley, D.L. Sanders. Determining the environmental burdens and resource use in the production of agricultural and horticultural commodities, Main Report, Defra Research project IS0205, Bedford: Cranfield University and Defra, 2006. (available at <www.silsoe.cranfield.ac.uk>);2006;RDC;UK;N Europe;-;BCFN (double pyramid 2016);P+T
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,205;JOURNAL;"Kristensen, T., L. Mogensen, M. T. Knudsen and J. E. Hermansen (2011). ""Effect of production system and farming strategy on greenhouse gas emissions from commercial dairy farms in a life cycle approach."" Livestock Science 140(1–3): 136-148.";2011;RDC;Denmark;N Europe;feeding level;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,205;JOURNAL;"Kristensen, T., L. Mogensen, M. T. Knudsen and J. E. Hermansen (2011). ""Effect of production system and farming strategy on greenhouse gas emissions from commercial dairy farms in a life cycle approach."" Livestock Science 140(1–3): 136-148.";2011;RDC;Denmark;N Europe;herd efficiency;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,205;JOURNAL;"Kristensen, T., L. Mogensen, M. T. Knudsen and J. E. Hermansen (2011). ""Effect of production system and farming strategy on greenhouse gas emissions from commercial dairy farms in a life cycle approach."" Livestock Science 140(1–3): 136-148.";2011;RDC;Denmark;N Europe;meat and milk;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,21;JOURNAL;"Flysjö, A., C. Cederberg, M. Henriksson and S. Ledgard (2012). ""The interaction between milk and beef production and emissions from land use change – critical considerations in life cycle assessment and carbon footprint studies of milk."" Journal of Cleaner Production 28(0): 134-142.";2012;RDC;Sweden;N Europe;organic;BCFN (double pyramid 2016);P+T
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,21;JOURNAL;"Head, M., M. Sevenster, I. Odegard, B. Krutwagen, H. Croezen and G. Bergsma (2013). ""Life cycle impacts of protein-rich foods: creating robust yet extensive life cycle models for use in a consumer app."" Journal of Cleaner Production(in press): 1-10.";2013;RETAILER;Netherlands;N Europe;semi skim milk, cow, semi-skim, average;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,21;JOURNAL;"Kristensen, T., L. Mogensen, M. T. Knudsen and J. E. Hermansen (2011). ""Effect of production system and farming strategy on greenhouse gas emissions from commercial dairy farms in a life cycle approach."" Livestock Science 140(1–3): 136-148.";2011;RDC;Denmark;N Europe;grassland;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,216;JOURNAL;"Lovett, D. K., L. Shalloo, P. Dillon and F. P. O’Mara (2006). ""A systems approach to quantify greenhouse gas fluxes from pastoral dairy production as affected by management regime."" Agricultural Systems 88(2–3): 156-179.";2006;RDC;Ireland;N Europe;low potential;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,22;CONFERENCE;Schader, C., K. Jud, M. S. Meier, T. Kuhn, B. Oehen and A. Gattinger (2012). Quantification of the reduction potential of GHG mitigation measures in Swiss organic milk production using a life cycle assessment approach. 8th International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2012). Saint Malo, France. Rennes.;2012;RDC;Switzerland;N Europe;Energy corrected milk, organic, dairy farm;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,22;JOURNAL;"Cederberg, C. and B. Mattsson (2000). ""Life cycle assessment of milk production — a comparison of conventional and organic farming."" Journal of Cleaner Production 8(1): 49-60.";2000;RDC;Sweden;N Europe;-;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,22;JOURNAL;"Kristensen, T., L. Mogensen, M. T. Knudsen and J. E. Hermansen (2011). ""Effect of production system and farming strategy on greenhouse gas emissions from commercial dairy farms in a life cycle approach."" Livestock Science 140(1–3): 136-148.";2011;RDC;Denmark;N Europe;intensive farming;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,22;JOURNAL;"Kristensen, T., L. Mogensen, M. T. Knudsen and J. E. Hermansen (2011). ""Effect of production system and farming strategy on greenhouse gas emissions from commercial dairy farms in a life cycle approach."" Livestock Science 140(1–3): 136-148.";2011;RDC;Denmark;N Europe;n yield crop;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,222;JOURNAL;"van der Werf, H. M. G., C. Kanyarushoki and M. S. Corson (2009). ""An operational method for the evaluation of resource use and environmental impacts of dairy farms by life cycle assessment."" Journal of Environmental Management 90(11): 3643-3652.";2009;RDC;Netherlands;N Europe;Fat and protein corrected milk (FPCM), organic;BCFN (double pyramid 2016);P+T
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,23;JOURNAL;"Lovett, D. K., L. Shalloo, P. Dillon and F. P. O’Mara (2006). ""A systems approach to quantify greenhouse gas fluxes from pastoral dairy production as affected by management regime."" Agricultural Systems 88(2–3): 156-179.";2006;RDC;Ireland;N Europe;medium potential;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,23;JOURNAL;Phetteplace, H.W., D.E. Johnson, A.F. Seidl. Greenhouse gas emissions from simulated beef and dairy livestock systems in the United States, Nutr Cycl Agroecosys 60:99–102, 2001.;2001;RDC;USA;N America;live weight;BCFN (double pyramid 2016);P+T
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,23;JOURNAL;"Yan, M. J., J. Humphreys and N. M. Holden (2013). ""Life cycle assessment of milk production from commercial dairy farms: The influence of management tactics."" Journal of Dairy Science 96(7): 4112-4124.";2013;RDC;Ireland;N Europe;-;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,23;REPORT;Baumgartner, D.U., L. de Baan, T. Nemecek (2008) European Grain Legumes - Environment-Friendly Animal Feed. Life Cycle Assessment of Pork, Chicken Meat, Egg, and Milk Production, WP2.2: Environmental Analysis of the Feed Chain, Final Report, Agroscope Reckenholz-Tänikon Research Station ART;2008;RDC;France;N Europe;conventional soy feed;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,23;REPORT;Williams, A. G., E. Audsley and D. L. Sandars (2006). Determining the environmental burdens and resource use in the production of agricultural and horticultural commodities. Defra project report IS0205. Bedford, Cranfield and DEFRA.;2006;RDC;UK;N Europe;-;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,23;REPORT;Williams, A. G., E. Audsley and D. L. Sandars (2006). Determining the environmental burdens and resource use in the production of agricultural and horticultural commodities. Defra project report IS0205. Bedford, Cranfield and DEFRA.;2006;RDC;UK;N Europe;-;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,232;EPD;"Tesco (2012). ""Product carbon footprint summary."" Retrieved 15/02/2015, from http://www.tescoplc.com/assets/files/cms/Tesco_Product_Carbon_Footprints_Summary%281%29.pdf.";2012;RDC;UK;N Europe;pas2050;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,237;JOURNAL;Lovett, D.K., L. Shalloo, P. Dillon, F.P. O'Mara. A systems approach to quantify greenhouse gas fluxes from pastoral dairy production as affected by management regime, Agric Sys 88:156-179, 2006.;2006;RDC;Ireland;N Europe;-;BCFN (double pyramid 2016);P+T
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,24;JOURNAL;"Gollnow, S., S. Lundie, A. D. Moore, J. McLaren, N. van Buuren, P. Stahle, K. Christie, D. Thylmann and T. Rehl (2014). ""Carbon footprint of milk production from dairy cows in Australia."" International Dairy Journal 37(1): 31-38.";2014;RDC;Australia;Oceania;-;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,24;JOURNAL;"Guerci, M., M. T. Knudsen, L. Bava, M. Zucali, P. Schönbach and T. Kristensen (2013). ""Parameters affecting the environmental impact of a range of dairy farming systems in Denmark, Germany and Italy."" Journal of Cleaner Production 54(0): 133-141.";2013;RDC;Denmark;N Europe;Energy corrected milk, organic;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,24;JOURNAL;"Guerci, M., M. T. Knudsen, L. Bava, M. Zucali, P. Schönbach and T. Kristensen (2013). ""Parameters affecting the environmental impact of a range of dairy farming systems in Denmark, Germany and Italy."" Journal of Cleaner Production 54(0): 133-141.";2013;RDC;Italy;Mediterranean area;-;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,24;JOURNAL;"Hörtenhuber, S., T. Lindenthal, B. Amon, T. Markut, L. Kirner and W. Zollitsch (2010). ""Greenhouse gas emissions from selected Austrian dairy production systems—model calculations considering the effects of land use change."" Renewable Agriculture and Food Systems 25(04): 316-329.";2010;RDC;Austria;N Europe;alipne organic;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,24;JOURNAL;"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166–167(0): 16-28.";2011;RDC;Austria;N Europe;-;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,243;JOURNAL;"Lovett, D. K., L. Shalloo, P. Dillon and F. P. O’Mara (2006). ""A systems approach to quantify greenhouse gas fluxes from pastoral dairy production as affected by management regime."" Agricultural Systems 88(2–3): 156-179.";2006;RDC;Ireland;N Europe;medium concentrate suppliments;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,244;JOURNAL;"O’Brien, D., J. L. Capper, P. C. Garnsworthy, C. Grainger and L. Shalloo (2014). ""A case study of the carbon footprint of milk from high-performing confinement and grass-based dairy farms."" Journal of Dairy Science 97(3): 1835-1851.";2014;RDC;Ireland;N Europe;-;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,246;CONFERENCE;Kanyarushoki, C., H.M.G. van der Werf, F. Fuchs. Life Cycle assessment of cow and goat milk chains in France, 2010. In: Notarnicola, B., E. Settanni, G. Tassielli, P. Giungato. Proceedings of the VII International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2010), 22-24 September 2010, Bari, Italy. Bari, Italy: Università degli studi di Bari Aldo Moro, 2010. VOL II:174-179.;2010;RDC;France;N Europe;-;BCFN (double pyramid 2016);P+T
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,25;JOURNAL;Christie, K.M., R.P. Rawnnsley, R.J. Eckart. A whole farm systems analysis of greenhouse gas emissions of 60 Tasmanian dairy farms, Anim Feed Sci Tech 166-167:653-662, 2011.;2011;RDC;Australia;Oceania;-;BCFN (double pyramid 2016);P+T
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,25;JOURNAL;Dairy Australia Limited. Summary of the Final report: Farming— Carbon Footprint of the Australian Dairy Industry, PE Australasia and the Tasmanian Institute of Agriculture, 2012.;2012;RDC;Australia;Oceania;Fat and protein corrected milk (FPCM);BCFN (double pyramid 2016);P+T
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,25;JOURNAL;"Head, M., M. Sevenster, I. Odegard, B. Krutwagen, H. Croezen and G. Bergsma (2013). ""Life cycle impacts of protein-rich foods: creating robust yet extensive life cycle models for use in a consumer app."" Journal of Cleaner Production(in press): 1-10.";2013;RETAILER;Netherlands;N Europe;-;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,26;EPD;"Mohan, A. M. (2009). ""Carbon footprint to be displayed on Tesco U.K. milk."" Carbon footprint to be displayed on Tesco U.K. milk Metrics, standards, and LCA. Retrieved 23/05/2013, from http://www.greenerpackage.com/metrics_standards/carbon_footprint_be_displayed_tesco_uk_milk";2009;RDC;UK;N Europe;-;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,26;EPD;"Stefano, M. D. (2012b). ""EPD for “piacere leggero” fresh milk in pet bottles."" Retrieved 23/05/2013, from http://gryphon.environdec.com/data/files/6/9087/epd210_Granarolo_Fresh_milk_2013.pdf.";2012;RDC;Italy;Mediterranean area;-;Clune et al 2017 database;-
